UUID;Word;Description;
07b741c4-ce27-4c85-9fa9-480b211bb32a;Apple;Banana;
77a4a540-b09c-4d67-892f-ae713acf2f9f;Grape;Apple;
9577cb3c-bc77-4719-9388-78635577cd40;Kiwi;Evening;
e5542c87-c599-4b76-b9f8-696985afe584;Apple;Apple;
3ebefce9-4fb3-4de8-be07-78dcf5359735;Honeydew;Honeydew;
d7f28e14-ea27-4644-9f65-3dbbe2757850;Banana;Apple;
d73f5cf6-d678-47a0-9cf3-c32755a1e66b;Banana;Tree;
bc84fed2-616f-433a-850c-fba233e56005;Morning;Apple;
d9185f83-0543-450a-b442-93d3d76890ad;Kiwi;Afternoon;
09791713-042e-4e5b-85f4-ddaebad30a7f;Night;Afternoon;
e9a1a592-b128-4fa2-a3df-7272f02d5bf3;Afternoon;Honeydew;
696d3a49-6330-44a4-9627-2a6b8be773b2;Apple;Morning;
55a8482c-b80b-4a44-a722-e149649931a8;Apple;Afternoon;
9743e422-bd98-42a9-8a39-ca294504a7f3;Tree;Banana;
75ee9e8d-c417-4626-8425-6c3f5f4325b7;Grape;Kiwi;
21c6db4a-9d56-4900-8ae7-3985be895335;Kiwi;Apple;
b3cd45d5-8d20-431c-a435-f507abbbfae5;Afternoon;Lemon;
ca17a625-bde9-41f8-a921-6d716b61fafe;Apple;Tree;
95fdc85d-b91d-4311-97f8-a6d089132cf5;Kiwi;Kiwi;
d62f4dd1-d3d1-4f27-84f2-975b5520985e;Lemon;Lemon;
5e9913be-f262-4faa-994b-a52fb19c778b;Night;Apple;
ba8fdce3-ff98-494f-b92f-648fa309e304;Evening;Night;
ed3d0e31-c6a2-4ae2-9e1a-d3f8aa196a58;Night;Night;
86666f31-04de-42c6-bf29-636c2af1bf4c;Night;Evening;
be60fded-81ee-4bf0-8904-5a79f5868011;Morning;Tree;
71a682e6-b701-458e-b79a-a26e55b1450a;Lemon;Grape;
90e3c9f2-3ffa-4423-99a3-fd51d536b150;Evening;Evening;
297521f5-5f94-436a-a15b-6291d6678749;Lemon;Banana;
07463fcf-de24-4a9f-bf73-f6e1c227419a;Kiwi;Morning;
e84963ee-175a-48dd-94e8-c533e4e2ae2a;Morning;Grape;
eee8e0fc-a8d4-44c0-930e-180b97b22382;Grape;Afternoon;
e409d07c-c9ab-4585-b359-d1170e5c634c;Afternoon;Honeydew;
1d8ca682-b013-4daf-b5d9-0545ba48a61b;Lemon;Honeydew;
3a19b789-bdd3-4977-8a45-4f67b4421127;Morning;Afternoon;
c728c64f-ae9c-4123-8337-2ec79ae1e16b;Banana;Grape;
7a2ade0d-7d44-4497-9026-78dbeb107fad;Morning;Banana;
a3dcec99-41fe-4241-9ed6-b8a10d1a41eb;Grape;Tree;
1154508e-f7fd-4b41-89a5-83f7798d6da9;Night;Night;
43061f5e-13bb-4cca-8d88-aff6a5983824;Apple;Afternoon;
94ece4c4-9808-470a-9d35-45b44f86fe37;Honeydew;Apple;
c21f9900-7c04-4437-954b-20640df86fd0;Lemon;Honeydew;
76775418-7747-42f3-82f7-7e9a2fcb1ca7;Banana;Tree;
f48a5ffa-b974-4bb4-b6aa-ce1f2e50ece8;Grape;Grape;
f4ce32cc-f929-4374-8119-d0562342cde2;Afternoon;Kiwi;
cc72b188-b12e-4a50-a968-4107ff46fb77;Kiwi;Night;
62f13122-c0f9-4e26-a5a8-aeffc250f335;Grape;Tree;
5507597f-4b77-4374-b56c-600cd0042072;Kiwi;Lemon;
4868a08e-b28d-4ee4-8068-507c297dbb8e;Afternoon;Apple;
f95bc67e-c764-4c68-b2af-42649697b2ee;Lemon;Tree;
ef5a588e-5ac7-4bb3-8e8a-c43ae2fb3c9b;Evening;Grape;
0579b34e-3f45-4f06-9869-a4f20f4875bd;Morning;Night;
86dddc3a-6387-409d-a8a6-f9184396eda6;Honeydew;Banana;
65cfbaeb-86ae-4f74-b4e7-2ad8800f03a2;Grape;Kiwi;
d45a847b-ab27-44ae-aea7-26a95e3a8902;Kiwi;Banana;
3e186d91-b739-445d-82b1-b829c2e024e8;Afternoon;Morning;
5d749faa-9776-4f7a-b2c4-b406f1b06382;Night;Banana;
029079b8-55c0-4db9-824b-f647ad39d62b;Kiwi;Grape;
8f8133a2-b2aa-439f-af26-b8fabca351a9;Tree;Tree;
5c860f93-56d4-4d2d-b2c0-35fa82e3658d;Grape;Grape;
afc5357f-8604-4ae7-acda-039c7857a0d6;Kiwi;Tree;
14f6212c-c679-4a99-951c-ed65b5b8f7a8;Apple;Kiwi;
0393b215-cc80-4efb-9c5b-0d998838f1a0;Evening;Afternoon;
1008a68b-edd4-45a1-8012-72ffbd19c238;Grape;Morning;
cce5377a-b7b0-4d31-8831-6b259c29d283;Lemon;Banana;
ef9cff6a-626c-4fe4-9ff3-47384865e299;Tree;Night;
dc9a7853-b0bc-40df-99b8-8cb35ac8fe8b;Afternoon;Honeydew;
1611126c-75a8-4dc7-a1c8-3637892e4070;Apple;Night;
1a18cf9e-990b-43b9-b311-64b66ca2547e;Honeydew;Lemon;
2ddbacff-4934-44bb-92c6-7ee22bad7cd5;Apple;Grape;
1ba04902-12be-4d6f-80c3-0ba0b6cd2870;Lemon;Apple;
d7b8461f-8df9-4463-898a-606ea97fccaa;Grape;Lemon;
56e6f652-459d-47e3-b9b1-17768403a15f;Morning;Kiwi;
8a788e85-dcaf-4013-a9dd-b9089e8a1919;Apple;Afternoon;
69aef3ec-20a4-4f27-848a-b6f9077f87f9;Tree;Lemon;
62489b8a-7b96-456e-8f7a-0806401e9bc6;Night;Tree;
0f596a12-381b-4691-9c0d-b1236c54229d;Honeydew;Kiwi;
3134bcde-1fba-443f-80f3-c3b0b5fa689c;Honeydew;Banana;
cd0e40b0-3e18-4c50-b1ee-a66764cfbdba;Lemon;Afternoon;
ae45b1eb-e66e-46fa-b249-1933eccfbd4c;Banana;Lemon;
a4fc596a-6fdb-4408-bfda-06d7c79506b7;Apple;Afternoon;
75461e6d-2f24-4f0b-a37a-03a468b95ea9;Night;Morning;
c0dcdcbd-23a4-4edd-98ac-52415616dc49;Tree;Grape;
9e3b8787-aa30-4542-9f0d-633f9c5362f3;Night;Apple;
8f19eaf1-09e0-4278-bedf-4018e97c7467;Honeydew;Morning;
e65e9f4e-ec8f-4ee3-a3af-83232bdb11f0;Morning;Night;
3d355052-f549-416b-8633-5dae2239c97d;Grape;Kiwi;
255ef649-045f-4aff-a3d5-b214f71d40bc;Night;Tree;
855736cc-816b-40f7-a889-bd18e897067a;Banana;Banana;
6610fd19-48be-4b4e-9f6e-bf58abbdd802;Kiwi;Afternoon;
c41eb5cb-f678-44c7-b272-efb89304699a;Kiwi;Afternoon;
df17a4b2-669f-4024-8521-3c4e175fd734;Night;Tree;
ce178456-a469-4f52-9805-2643238b1fd3;Grape;Night;
64831710-85d7-4aa3-aed7-abc930554ce3;Night;Night;
d2141adf-fbc9-469c-ba29-6a4d67a7f0ab;Apple;Kiwi;
2555eb5b-0bf8-4865-99da-3af25881321b;Banana;Night;
1488c27b-2e5b-4bcb-9c38-e10405335510;Afternoon;Night;
d840014c-9bd2-40ed-bee9-7b97de0971f4;Evening;Honeydew;
4f0a9165-a00a-4421-9d66-3c3a0c965761;Afternoon;Afternoon;
57db1743-6b37-4446-9703-b5e1c64a0abd;Lemon;Night;
90d012b7-2c88-4ce6-a835-8d9386a0a6d9;Tree;Apple;
75dd0bc4-d3ac-4795-87e9-ab5237a18a34;Evening;Grape;
4fdb14d7-07d2-4981-a5a2-84ca8268d088;Kiwi;Honeydew;
e1506de7-a890-43eb-acb9-8380747545a3;Kiwi;Apple;
44dba5ed-1012-4010-b8f8-854fba203eda;Lemon;Kiwi;
1e7bc503-8939-4fb7-8987-f5dd684580ab;Morning;Banana;
4510512b-0c81-402a-be48-30bc0fa20da9;Lemon;Tree;
dd7653de-de2f-4c0b-b047-3be7b5614d5b;Honeydew;Night;
5347e35a-2b35-49d2-9848-4877fa237bcd;Kiwi;Lemon;
876f1833-d834-4d85-9227-2815f1b1eadd;Grape;Evening;
c088461d-4ba4-4151-a423-6687f54870d8;Afternoon;Honeydew;
d4ffb4b6-6738-49bb-88d9-6684570e3faa;Apple;Apple;
e1f9abac-0943-4a74-ae3d-18c253379a09;Afternoon;Night;
3cfc7e7a-de85-4b4a-ac3f-c359c58ce431;Evening;Banana;
f63427c7-4fc0-48a1-b63a-a3ea64a83ed9;Lemon;Kiwi;
06b9308d-9db4-4e94-a863-b83bfe0fd9e6;Tree;Evening;
08bddb4e-fc2b-4d2c-b3ea-298a56ef9ab9;Afternoon;Grape;
9ce4ef38-0487-43e0-8209-d79bee25928a;Honeydew;Morning;
e226aef9-088c-4c66-b7ca-4b899cd3a165;Morning;Afternoon;
1fc16252-3015-474e-97d9-1b9da7ee4f5c;Lemon;Night;
851859df-c085-48bc-b1f3-3076101938cc;Lemon;Night;
5de28007-a835-4966-b76e-7b78a9c443df;Grape;Afternoon;
98e89918-2317-4bb0-883d-00d6f1fc3cee;Lemon;Morning;
ca7679a4-6714-4f88-b38b-09901cdb759f;Lemon;Apple;
fb85f363-4bca-4e09-80a0-f6bb8175e2ea;Lemon;Night;
86d3ad71-c050-45a7-a162-b64b29b57f99;Honeydew;Banana;
f719d89d-dc42-435b-9e2f-a4cdf8829ad9;Evening;Tree;
546460f1-0b85-4904-ba74-20b5e90388f3;Tree;Honeydew;
b051eeda-b74e-4353-bac7-72a5c9f1c6dd;Night;Kiwi;
f95170de-fbc9-49ec-997a-feee7246e4a4;Afternoon;Morning;
433e6649-823a-4a05-a1c0-a23068fbbeab;Evening;Kiwi;
3e4b0962-bd3f-46e0-b06f-c6370170254d;Honeydew;Banana;
1e224060-5cb0-4c50-b9e8-a367802310b4;Morning;Lemon;
4922f45c-1580-4b15-9b2a-b12152acb895;Night;Afternoon;
2774f740-82d1-466c-b874-b9e8e3bf17ea;Evening;Kiwi;
d5e6ad93-f3e6-4201-a9d4-be85d2d599fe;Night;Afternoon;
9557a3fc-f4b8-4217-afe2-6a8987e955f0;Kiwi;Grape;
4946a4db-2c45-420e-a93c-7fc7918318e3;Night;Apple;
e40faa07-b2f0-4dcf-a720-b2d70f378592;Apple;Night;
c8b0a6b8-2509-4846-a09a-384ecfeff691;Kiwi;Evening;
5a6fe097-ef09-46a4-a8df-7e4824134208;Banana;Kiwi;
ff8aab66-b416-4799-987a-146d543f2bc0;Banana;Apple;
6868869e-7ebc-4b36-95b4-47a51754b0e3;Grape;Evening;
480848ac-269a-48ba-bc62-0e97f8ad20bd;Evening;Night;
5d7c4d99-83b5-4bf4-8ce9-0141ea3b724a;Evening;Banana;
6bf72c0d-7334-439a-9d6b-fc91df606e1d;Evening;Night;
fbb73309-eca0-46d1-ad6b-c204d1f36496;Morning;Banana;
060a455d-bfd2-4377-8104-5539ea402fe7;Honeydew;Honeydew;
b923976b-0097-448e-91a8-575822606887;Tree;Grape;
c271b56e-f36e-44b4-8fcb-c5c5af5e8a06;Lemon;Banana;
cc320804-7483-4900-aff1-c0d9a21a6afc;Banana;Tree;
8fef15a0-cc4a-4e99-8af2-39503046dda8;Banana;Honeydew;
5fce3238-a9fe-444e-9368-8ae94b6f9630;Night;Afternoon;
ccf2a2b1-2eaa-4079-881a-8017fd648b9c;Banana;Banana;
3b960059-a61b-4a94-8443-e8c8e5ecf15c;Tree;Banana;
5d7f478e-7cdc-43eb-aecc-bb9d15f89daf;Grape;Honeydew;
5980e215-390e-4496-b1ca-efeea7902793;Night;Night;
fc2f54ba-4efb-4ef7-b206-ffa5b0af18aa;Night;Kiwi;
3ab7aedc-45bb-4133-8b14-a11303db49b9;Honeydew;Night;
52888f31-c417-4f14-bf7e-475a122c3ee5;Kiwi;Apple;
7c4d41d3-2bfc-4aff-9f26-9b5342ab5033;Lemon;Evening;
9b61af42-355a-46a7-badf-70e8d1a8faa9;Evening;Night;
727a0437-80aa-4d5e-aa44-5839584658d1;Apple;Evening;
ee3e5d08-b0d9-4ee0-bba6-4936953b9676;Banana;Honeydew;
f9770048-cafc-403b-a908-931cfe01e292;Kiwi;Honeydew;
b312743b-2f4e-4e59-a310-ea8223b2ceae;Morning;Evening;
b74ceea1-0eaf-4f80-8016-f365a78736af;Tree;Grape;
84f3b3ba-d388-46c3-8cb5-29d414acb27d;Apple;Kiwi;
fbf96c03-f94a-4d57-b7e4-96f3f86e7d0f;Afternoon;Lemon;
6272c06c-e8cd-4d26-94e1-7c767258a5a7;Tree;Lemon;
2743ad33-841a-4f59-8501-89b222502a4b;Tree;Afternoon;
a94f35a4-9c1c-4224-8519-8e4e3c9cdb0b;Kiwi;Honeydew;
c297af0c-7733-42c8-a4d7-ea51a62c32e2;Tree;Apple;
00b357c8-7751-46ad-b24b-83d88b28eab4;Grape;Lemon;
1a20e004-2b9c-4c74-8963-24defb9f8916;Evening;Apple;
e424789f-db2a-4af8-a695-c200d207b128;Tree;Banana;
697a99fc-776d-4d55-99ef-e5d9a51bdc7d;Tree;Apple;
d71ba53b-ca3b-4064-a545-615777472613;Tree;Banana;
2f43764a-47d7-4652-9e94-4930e82a5919;Morning;Lemon;
81a1891b-4628-4ce9-8c13-b02df248c471;Tree;Afternoon;
f5801479-71a0-40d7-a0cb-40841ad0dd78;Grape;Afternoon;
5c45e10c-c929-40c4-b5f8-da2871bf09c6;Night;Tree;
753c0f11-e0b4-4803-a6f8-8bf32d4a2983;Morning;Grape;
2a22b5be-7a3a-4b9e-9644-6bb83669beeb;Grape;Honeydew;
0b6efeba-6ea8-4f8c-80f7-ba28e6cda2e7;Tree;Morning;
ff2d6e7f-f51d-4203-afc7-5c269cd4289d;Grape;Lemon;
efe4011a-2a13-427e-8991-a26194d40fdd;Apple;Evening;
46090d23-edaa-4e7f-ba21-797586f81a5e;Evening;Morning;
edd7773f-f3f1-415b-bdfd-da08143b1f44;Afternoon;Banana;
d8e5183d-78dc-4398-a083-50a13876fdfe;Grape;Banana;
891ebdd2-bdfa-4818-b091-956cc7f1bde0;Evening;Banana;
b594d1f2-cd4e-4d2f-9dff-041c3988b8a3;Tree;Afternoon;
1dbc8ea3-e501-4bc6-8c49-c7bc7b560068;Afternoon;Honeydew;
838e053a-cec3-450a-a72b-cd765a219c7d;Evening;Honeydew;
b8bd0840-196a-4b29-b75f-c58291546169;Banana;Banana;
5782d31c-1679-4def-8134-a753c439b308;Lemon;Tree;
5c74c4fd-edb7-48e6-9f7e-cb2dfa6a2aa5;Honeydew;Tree;
0a249576-c967-4613-83f3-1cb6c3e80445;Banana;Evening;
3c8f5089-d80c-431a-9c6d-b94b844c5e45;Grape;Lemon;
d0ca3271-310e-4c98-afc0-cf2d74c1b0e9;Apple;Grape;
b100c1c9-6bf5-4eef-b97e-d004d51fd8c0;Honeydew;Evening;
41065797-e3b5-425e-abfc-b8ef92ce8ded;Morning;Grape;
5a7e898a-bf34-4c76-af7b-41cda2a7d37c;Lemon;Apple;
270c2088-7d26-4b7d-8f14-32f0e8f44c03;Grape;Night;
7317a134-2681-434c-ba16-3bb43dfba071;Afternoon;Grape;
9139b9c5-76fd-410e-a7a4-5840a962ef85;Apple;Morning;
f5ea4e30-3f3f-4596-ae19-22b1c905e040;Night;Afternoon;
347ef3ec-bf12-473c-b578-62a381c84a57;Evening;Banana;
50b57ed9-8690-4d8d-8c53-5abcd04c97b9;Apple;Night;
1428190b-d879-4b5a-b8a3-d1d7f322a29e;Banana;Honeydew;
794a9225-f398-4afc-88c7-344ee06e609e;Night;Honeydew;
4c5a466e-dd55-42e2-a6e8-861039afd470;Apple;Tree;
f13a0b38-0424-4c7e-a360-96b93ec196b5;Tree;Kiwi;
9788f25f-487d-4335-b1ff-22d48866a573;Lemon;Apple;
54be2d50-7534-4cf2-a64e-f2efc4ae67cb;Morning;Apple;
6d9b0ce0-042c-4ef4-8187-afac07e863cd;Afternoon;Kiwi;
6b3ee0d9-2ef7-4fdc-981e-d5f3188561c0;Night;Kiwi;
af88f9f1-ebfa-40a5-bf0b-f32bf404bf81;Banana;Banana;
ce3776ce-943a-4ecb-9d2e-90ecf9c85084;Banana;Banana;
12f25c8d-8e33-4f45-b5d4-730386090c0c;Grape;Banana;
85b2630f-532b-43d1-a2d1-d72b4cfa95aa;Kiwi;Night;
93298720-5c11-4634-8661-588206ce3bf6;Evening;Evening;
ee77632a-5ad9-4423-99fb-dae4189ba604;Honeydew;Grape;
23759ece-369b-4432-8fdd-6bd7c7379ffc;Kiwi;Morning;
b4315d03-5545-470e-a9af-f733f2b0c820;Kiwi;Tree;
099ce3a5-29d1-48b3-9155-54f4e2579bc4;Evening;Honeydew;
320a41ec-e869-409c-884c-25a24741be13;Night;Banana;
8d6b4d61-2fc5-4406-ba89-8080a162ae47;Morning;Lemon;
2d80f11a-04c5-44f7-9032-2200cc4109c1;Honeydew;Kiwi;
dfc56237-2422-494c-9379-26333fb44fa1;Honeydew;Evening;
b0c5ec98-9778-4562-89a9-e09e984729ab;Night;Apple;
3a781fb2-94fe-4ddc-9e82-3a5b944fbb34;Banana;Morning;
ca8e1997-9094-4897-916e-f17258a5085a;Apple;Afternoon;
ab08726c-be44-4fc4-84ea-677d547a1ad3;Lemon;Lemon;
b3c8ecac-199b-4c11-829f-acc5b10485e4;Apple;Banana;
376bb052-8298-4799-8a1d-f9e2b657eecd;Tree;Evening;
d032df2d-f830-46c3-bc14-6e45c6f036ff;Honeydew;Banana;
0584da6b-8ce2-4ece-803d-4495915693cc;Afternoon;Morning;
3ec135e7-aaea-4cb6-b18a-6c53124eef9f;Morning;Banana;
b89e9a9b-a1ae-483f-a346-d127da3f9e04;Tree;Kiwi;
8d8a30f5-8030-48d1-8c13-c4e76eb63eab;Honeydew;Evening;
6ee01fa5-a143-4196-93fc-b84134ea68d4;Banana;Honeydew;
165a45b9-0a13-4140-a99f-242282011d2e;Apple;Grape;
16e5a77a-77b1-4377-9df4-cbb3ffaf5a38;Afternoon;Morning;
6a30e375-44dc-436d-a994-050dfac1d0d7;Kiwi;Honeydew;
1367df0e-bff4-44e3-9621-5a9b18585b61;Kiwi;Banana;
619751e2-bfd9-4b5d-8106-5eb10aab2643;Kiwi;Afternoon;
7bdab206-d3ca-40ae-88e8-9fd922f2cf53;Honeydew;Apple;
c64a6893-7200-4023-bbc2-284946754496;Afternoon;Evening;
e84a3b1b-abbc-4723-855d-b30cf5807c98;Honeydew;Kiwi;
1413dfa4-7374-4560-8331-9509f71a3281;Night;Banana;
cac8a97f-4922-44e2-9ef9-75c8753239a2;Apple;Kiwi;
8a2590a3-354e-45be-af67-9367278277c8;Honeydew;Tree;
c112ab89-d9f2-46dd-8a7f-8bcdfc9ec09b;Lemon;Evening;
37e6ed5c-4a06-415c-bffb-77c6098b5556;Afternoon;Morning;
a92241ef-0a17-4d21-acfa-f2f97e4ac453;Tree;Honeydew;
0d7723dd-8d11-4ca9-b275-57486a097be3;Evening;Apple;
7fd49e48-c567-45f4-9e73-7a78a09c4fd0;Evening;Kiwi;
74c6dc67-6adb-4fef-be3e-0f73c90ac76a;Honeydew;Grape;
05e3d7fe-6fe6-474a-ab9b-1e4a8d2d4b02;Night;Evening;
de998c5e-d8dc-47ac-8ebc-e7f0811ffeb2;Apple;Honeydew;
eb20e6d5-dbf5-4d6d-9602-4d094006f0f9;Morning;Tree;
8ac45bf7-fe4b-4bc7-a8ec-b5246ca2d51b;Tree;Evening;
81c8b013-2ef0-423b-a6b2-7f6a2045269e;Banana;Apple;
5d43603d-9923-47ce-9a81-22325b6f20f8;Grape;Tree;
a71716d9-2591-4b1b-88a6-680ee0d8446a;Kiwi;Evening;
030f40e6-889f-4867-9e52-c642d3b664b1;Kiwi;Evening;
1082306a-9ca0-401f-a6fb-c582b5ad4668;Apple;Grape;
df227f6a-ff4c-47b3-9b1f-4d6615617b81;Night;Afternoon;
ad57e5e8-50be-450b-a2fa-b6618da13efa;Grape;Tree;
bbc402b8-ba6f-4764-9e0e-f6443b9aa2a3;Grape;Evening;
8eb810c3-9d94-4cc4-9ac6-2e44e0670eb3;Afternoon;Morning;
7d5dca0b-b6bf-4376-b5d4-fe3d23d5c18f;Evening;Evening;
5c431406-43dd-4cd6-8ce9-036522a5b3ac;Tree;Lemon;
23142b9d-da6a-4bb1-954a-fa5af18cbd51;Night;Morning;
0ad8edd3-9689-4f3b-ac13-cf03f7658fbe;Tree;Tree;
bf75ec78-7b97-4655-affd-3c4a80d424d1;Evening;Lemon;
85ede827-8394-4a94-8d11-38444ab4e08e;Evening;Lemon;
753cc4f1-a0fb-4568-b7e5-6f7428d5e7dc;Afternoon;Honeydew;
a93059be-af7e-4ad3-84f0-e1284fb0b00f;Lemon;Tree;
a13c7424-fa56-4719-8867-2907309a86d9;Night;Grape;
671bdf2b-7ac3-454a-a200-93b53316bf19;Lemon;Grape;
f88ee9de-5dc5-46f1-bf00-b2d86aac0eab;Tree;Tree;
d2cd2ea3-9d3d-4cdd-9d2c-2afcbb25dadd;Honeydew;Tree;
f6556f05-634c-474f-9451-8c13bd900389;Honeydew;Tree;
2d1ef343-b36e-4cb0-a86c-c6decba06dc3;Evening;Evening;
d297e667-4123-4337-ad46-6eaf349dbc3c;Grape;Afternoon;
1ad6bf2f-c8ee-4297-be35-1bb0d59f95be;Honeydew;Apple;
07c8991d-6611-4223-9179-e2fcd6cc4f76;Afternoon;Grape;
954d67fd-8311-408c-9ec4-918e57aa0e07;Grape;Honeydew;
36ab77c3-f849-406a-a309-40f5fab9c207;Morning;Grape;
359892e6-8ec1-4a6f-99c3-b68d27891dd2;Morning;Afternoon;
ddd3f5fc-6895-4c00-a07e-fbd4bf033ee2;Apple;Honeydew;
574a93a2-b630-4ea3-a0b4-c6b8baffc6e0;Kiwi;Afternoon;
cc7e78ec-fcef-4d41-8afc-bd4c78f5dc46;Evening;Afternoon;
0f15fbfa-0bae-49c6-8ec7-dd88c4e47912;Kiwi;Lemon;
9755722a-b33e-4b24-9333-41e8a2e55ce3;Apple;Morning;
bfdaf10d-b76a-4d2c-aa49-76c8b74bac2f;Honeydew;Honeydew;
2aaa8355-13a1-48ee-bec8-a804464936ce;Afternoon;Evening;
dc328679-85a1-4925-916e-6339f596d5f9;Kiwi;Evening;
b48bc233-ea98-41b5-95e2-cf48a408a3eb;Banana;Afternoon;
d6ba69d5-bcbb-448d-ab4e-8a1bbde6bca2;Kiwi;Grape;
e37ba970-b497-4cca-a4f3-148c5c0b9526;Evening;Kiwi;
6fa2f6d2-1e36-466c-9957-766cb84da08a;Honeydew;Morning;
07a9ceb5-ab8d-4638-8aad-0546f1419803;Grape;Afternoon;
6a00a7ea-4db0-4e56-ab02-824dab873dc6;Lemon;Honeydew;
bf3e3366-914e-417c-befa-cc460ce9b73e;Honeydew;Banana;
c926b75c-c36a-4192-9a42-3b5fe3fa8038;Banana;Grape;
b36df1f6-010d-4379-b34c-78507544f696;Morning;Grape;
f3e44ec2-509a-4477-a436-3ddd7bb0c2e3;Kiwi;Night;
fd4323ba-3af5-45df-abe5-3fb4e87d013d;Morning;Lemon;
2d0b939c-cac5-4e62-9c4b-5a1a1c3c078d;Evening;Lemon;
e3f54734-1173-4e87-95ad-ee7155936b12;Apple;Grape;
f6b77824-fd1a-4edb-96e8-74c88a28f6f9;Lemon;Afternoon;
2991b62c-9e13-4317-bd49-1644f0a33cf4;Banana;Apple;
549ab81b-a6b4-4f16-9fd1-6a2eafbb0d2c;Tree;Kiwi;
cd10f34a-eb87-4d50-9ada-2dec39621434;Apple;Tree;
412bd5c5-eb73-4d95-9e21-d1bc504c54f5;Honeydew;Morning;
c1aae985-1e9f-462b-9f55-01e4c0d6a59f;Morning;Tree;
1816e465-36cf-43bf-a90c-387b8d11c100;Grape;Honeydew;
05f7613f-0cfe-4e07-8a04-199f8d319063;Grape;Lemon;
83262264-eea9-4766-9843-d43d2275b23e;Grape;Banana;
0575998a-fd50-4de8-bda9-14f2a9f140ec;Evening;Afternoon;
11a89b42-7cec-47d4-be5f-6a82bf3d27a0;Tree;Evening;
bc00a8d4-25e6-4ae5-a5ce-29349e24af0c;Kiwi;Afternoon;
3e2dcb63-5912-4997-a4ea-124d1fdc7876;Afternoon;Afternoon;
c279140f-3b11-4232-906c-2f55ed6a1412;Tree;Night;
8d38557b-b600-4690-98e7-e0b4d3f0f5af;Grape;Honeydew;
fd95e9e5-9db3-4867-8c85-ce8909062468;Apple;Apple;
1facf60a-7f32-4d46-b32b-349ba928fb7b;Afternoon;Banana;
15171b48-e094-4dbd-9c8a-6c55cd49c1be;Banana;Afternoon;
c0a485f2-84b4-4c88-bbd4-e5400ee0558a;Grape;Tree;
6532e42f-9951-4478-9dac-23005203d8c6;Morning;Honeydew;
90f3c2c4-ba9c-4b09-909d-a2ca85f8efe6;Banana;Grape;
12ba9a0b-f55b-432f-8694-4a2e69f9ad7a;Morning;Kiwi;
70cfadb5-0a6d-43f9-8ac4-9c2c60c44d59;Tree;Grape;
315a5999-4e15-4c58-974f-8d29b15d21e5;Evening;Honeydew;
835e8367-98c6-4177-bf77-549c2a4893a3;Grape;Grape;
edee1dda-f5fd-494f-ae29-76160fe6d6b7;Banana;Afternoon;
e89d3e0e-97b2-4202-9208-62b1f77639c3;Tree;Apple;
763707e9-03fe-4b94-a334-77f5dd4ff28c;Afternoon;Honeydew;
c65f7cd3-b686-48e4-b858-3200ebb32735;Grape;Morning;
50f32fc7-42a1-407c-9827-2fc1409ce3b9;Evening;Grape;
67fe3b51-cf7d-465e-a9f4-4ec179a2d5d7;Honeydew;Evening;
8b1ff233-ef65-4036-a41a-65f2989a54a7;Night;Morning;
b73c78ab-c7cf-4f29-bf69-2607cb8f13c1;Lemon;Banana;
cf4ebbae-ad5e-431e-8525-bf78615ed616;Honeydew;Afternoon;
39e2f749-f86a-4c6c-996f-7e9aef04dcff;Tree;Afternoon;
70c224f3-1dbe-4e64-bb8d-220d2dde2e4f;Morning;Lemon;
b0ad9e55-6375-43bb-9053-3587f9f4c37a;Banana;Afternoon;
50212e8c-592e-48b7-a8de-a2dc6307c889;Grape;Apple;
1b9f9140-4fcc-49d9-9ea9-7b5899d10a74;Banana;Morning;
d0ca01fd-b451-4f33-b96a-72297384d34d;Afternoon;Kiwi;
c763e02d-f5a7-48ab-ae87-f71f69e179c7;Honeydew;Morning;
eaccf014-8274-46bd-870e-ad9566599e53;Apple;Night;
6aafc17d-a47d-40a6-af90-c19f02b74ed8;Night;Kiwi;
cc831659-d127-4d79-b8b1-7dc430c47919;Tree;Evening;
34c5f0d4-f4ba-42d7-a9fe-e696595b9e6f;Tree;Evening;
6086ecba-21fc-4448-a394-fa905f55222d;Evening;Tree;
8b6006ff-882f-449d-8c8c-f4d6d7fc4c43;Night;Banana;
e8e64dfd-bad8-4d5e-ab85-3b965522b2ae;Banana;Evening;
ff8118e0-164e-44b9-b842-06c5059e617f;Tree;Apple;
16532e1c-1e43-4cbf-b9d8-704ff2753af2;Afternoon;Afternoon;
5ff5df09-df36-4353-a463-d0f130c7458e;Honeydew;Honeydew;
3ed68170-7ed3-4ffc-9469-0f9953b3095b;Apple;Morning;
9e285493-4649-4a32-bce9-bb3441edaf93;Kiwi;Evening;
d1fc11f2-d9fb-4844-ba4f-dbc756cea42e;Evening;Evening;
95ac8d03-726e-453d-965e-abf3d2032fed;Tree;Grape;
d653476f-0b5c-46ed-88db-4c5224e1f7db;Morning;Afternoon;
a39bee40-a506-43ff-957b-3ca6a0f28eaa;Grape;Afternoon;
dddd0f0c-0494-4142-9694-925f99d22eda;Evening;Grape;
2f4662f5-b7be-4349-b93b-5d20a03fbdb9;Grape;Morning;
68b6316e-32c0-443e-b0fd-f12da07efe7c;Lemon;Evening;
96b55784-c0e2-468e-8429-7f30ae1b083b;Evening;Morning;
5ad314fd-2acb-41e4-9de2-5769b806593d;Night;Lemon;
